,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,AgeBin
1220,Masters,2017,New Delhi,2,28,Male,No,3,0,"(25, 30]"
1221,Bachelors,2015,Bangalore,3,26,Female,Yes,4,0,"(25, 30]"
1222,Bachelors,2018,Pune,3,26,Female,No,4,1,"(25, 30]"
1223,Bachelors,2013,Bangalore,3,25,Male,Yes,3,0,"(20, 25]"
1224,Bachelors,2016,Bangalore,3,26,Male,No,4,0,"(25, 30]"
1225,Masters,2018,Pune,3,28,Male,No,2,1,"(25, 30]"
1226,Bachelors,2016,Bangalore,3,26,Male,No,4,0,"(25, 30]"
1227,Bachelors,2017,Bangalore,3,27,Male,No,5,0,"(25, 30]"
1228,Bachelors,2012,Bangalore,3,27,Female,No,5,0,"(25, 30]"
1229,PHD,2016,New Delhi,3,27,Male,No,5,0,"(25, 30]"
1230,Bachelors,2017,New Delhi,2,25,Male,No,3,0,"(20, 25]"
1231,Bachelors,2015,New Delhi,3,28,Female,No,2,0,"(25, 30]"
1232,Bachelors,2013,Pune,2,26,Female,No,4,1,"(25, 30]"
1233,Bachelors,2017,Bangalore,3,27,Female,No,5,0,"(25, 30]"
1234,Bachelors,2015,Pune,2,24,Female,No,2,1,"(20, 25]"
1235,Bachelors,2017,Bangalore,3,27,Female,No,5,0,"(25, 30]"
1236,Bachelors,2016,Bangalore,3,25,Male,No,3,1,"(20, 25]"
1237,Bachelors,2018,Bangalore,3,26,Male,No,4,1,"(25, 30]"
1238,Bachelors,2015,Bangalore,3,27,Male,No,5,0,"(25, 30]"
1239,Bachelors,2014,Pune,3,24,Male,No,2,0,"(20, 25]"
1240,Bachelors,2012,Bangalore,3,27,Male,No,5,0,"(25, 30]"
1241,Bachelors,2013,Pune,3,27,Male,No,5,0,"(25, 30]"
1242,Bachelors,2015,Bangalore,1,25,Male,No,3,0,"(20, 25]"
1243,Masters,2017,New Delhi,2,25,Female,No,3,0,"(20, 25]"
1244,PHD,2015,Pune,3,28,Male,No,0,0,"(25, 30]"
1245,Bachelors,2015,Bangalore,3,28,Male,No,3,0,"(25, 30]"
1246,Bachelors,2016,Bangalore,3,28,Male,No,5,0,"(25, 30]"
1247,PHD,2013,New Delhi,3,24,Male,No,2,0,"(20, 25]"
1248,Bachelors,2014,Bangalore,3,26,Male,Yes,4,0,"(25, 30]"
1249,Bachelors,2015,Pune,2,26,Female,Yes,4,1,"(25, 30]"
1250,Bachelors,2017,Bangalore,3,27,Male,Yes,5,0,"(25, 30]"
1251,Bachelors,2014,New Delhi,3,26,Male,No,4,0,"(25, 30]"
1252,Masters,2013,Bangalore,3,27,Male,No,5,1,"(25, 30]"
1253,Bachelors,2016,Pune,3,24,Male,Yes,2,0,"(20, 25]"
1254,Bachelors,2016,Bangalore,3,26,Male,No,4,0,"(25, 30]"
1255,Bachelors,2013,Pune,2,28,Female,No,2,1,"(25, 30]"
1256,Masters,2017,Bangalore,2,24,Male,No,2,1,"(20, 25]"
1257,Masters,2017,New Delhi,2,24,Male,No,2,1,"(20, 25]"
1258,Masters,2015,Pune,2,24,Female,No,2,1,"(20, 25]"
1259,Bachelors,2014,Pune,3,26,Male,No,4,0,"(25, 30]"
1260,Bachelors,2016,Pune,2,27,Female,No,5,1,"(25, 30]"
1261,Bachelors,2017,Bangalore,3,25,Male,No,3,0,"(20, 25]"
1262,Masters,2017,New Delhi,2,26,Female,No,4,0,"(25, 30]"
1263,Bachelors,2016,Bangalore,1,25,Female,No,3,0,"(20, 25]"
1264,PHD,2014,Bangalore,1,25,Female,No,3,0,"(20, 25]"
1265,Bachelors,2013,Bangalore,3,25,Female,No,3,0,"(20, 25]"
1266,Bachelors,2014,New Delhi,3,24,Male,No,2,0,"(20, 25]"
1267,Bachelors,2015,Pune,2,28,Female,Yes,2,1,"(25, 30]"
1268,Bachelors,2014,New Delhi,3,28,Male,No,5,0,"(25, 30]"
1269,Bachelors,2015,Bangalore,3,26,Male,No,4,0,"(25, 30]"
1270,Bachelors,2014,Bangalore,3,25,Male,No,3,0,"(20, 25]"
1271,Bachelors,2018,Pune,3,26,Male,No,4,1,"(25, 30]"
1272,Masters,2015,Pune,2,28,Female,No,2,0,"(25, 30]"
1273,Masters,2013,New Delhi,3,28,Male,No,2,1,"(25, 30]"
1274,Bachelors,2014,Bangalore,3,25,Male,No,3,0,"(20, 25]"
1275,Masters,2015,New Delhi,2,26,Female,No,4,0,"(25, 30]"
1276,Bachelors,2016,New Delhi,3,27,Male,No,5,0,"(25, 30]"
1277,Bachelors,2014,Bangalore,3,24,Female,No,2,0,"(20, 25]"
1278,Masters,2017,Pune,3,24,Female,No,2,0,"(20, 25]"
1279,Bachelors,2014,Pune,3,25,Female,No,3,1,"(20, 25]"
1280,Bachelors,2015,Pune,3,27,Female,No,5,1,"(25, 30]"
1281,Bachelors,2017,New Delhi,2,28,Male,No,0,0,"(25, 30]"
1282,Bachelors,2017,New Delhi,3,25,Female,No,3,0,"(20, 25]"
1283,Bachelors,2012,Pune,3,24,Male,No,2,1,"(20, 25]"
1284,Masters,2016,New Delhi,3,25,Male,No,3,1,"(20, 25]"
1285,Bachelors,2015,Pune,2,26,Female,No,4,1,"(25, 30]"
1286,Masters,2014,New Delhi,3,27,Male,No,5,0,"(25, 30]"
1287,Bachelors,2015,Bangalore,3,24,Female,No,2,1,"(20, 25]"
1288,Bachelors,2014,New Delhi,3,25,Male,No,3,0,"(20, 25]"
1289,Bachelors,2017,Bangalore,3,24,Male,No,2,0,"(20, 25]"
1290,Bachelors,2017,New Delhi,3,24,Female,No,2,1,"(20, 25]"
1291,Bachelors,2012,Bangalore,3,28,Male,No,1,0,"(25, 30]"
1292,Bachelors,2014,Bangalore,1,26,Male,No,4,0,"(25, 30]"
1293,Bachelors,2017,Bangalore,3,28,Male,Yes,3,0,"(25, 30]"
1294,Bachelors,2015,Pune,1,25,Female,No,3,1,"(20, 25]"
1295,Bachelors,2015,Pune,2,24,Female,Yes,2,1,"(20, 25]"
1296,Bachelors,2017,Pune,2,26,Male,No,4,0,"(25, 30]"
1297,Bachelors,2015,Bangalore,3,28,Male,No,0,0,"(25, 30]"
1298,Bachelors,2016,Bangalore,3,28,Male,No,2,0,"(25, 30]"
1299,Bachelors,2013,Pune,3,28,Female,Yes,3,1,"(25, 30]"
1300,Bachelors,2017,Bangalore,3,27,Male,No,5,0,"(25, 30]"
1301,Masters,2015,New Delhi,3,25,Male,No,3,0,"(20, 25]"
1302,Bachelors,2012,New Delhi,3,28,Female,No,4,0,"(25, 30]"
1303,Bachelors,2012,Bangalore,3,26,Male,No,4,0,"(25, 30]"
1304,Bachelors,2012,Bangalore,3,25,Male,No,3,0,"(20, 25]"
1305,Masters,2017,New Delhi,3,25,Male,No,3,1,"(20, 25]"
1306,Bachelors,2017,Bangalore,3,25,Male,No,3,0,"(20, 25]"
1307,Bachelors,2012,Bangalore,3,26,Female,No,4,0,"(25, 30]"
1308,Bachelors,2017,Bangalore,3,26,Female,No,4,0,"(25, 30]"
1309,Masters,2017,New Delhi,2,25,Male,Yes,3,1,"(20, 25]"
1310,Bachelors,2015,Bangalore,3,25,Male,No,3,0,"(20, 25]"
1311,Bachelors,2013,Bangalore,3,26,Female,No,4,0,"(25, 30]"
1312,Bachelors,2017,Pune,3,25,Female,No,3,1,"(20, 25]"
1313,Bachelors,2014,New Delhi,3,28,Female,Yes,2,0,"(25, 30]"
1314,Bachelors,2016,Bangalore,3,27,Female,No,5,0,"(25, 30]"
1315,Bachelors,2018,Bangalore,3,25,Male,No,3,1,"(20, 25]"
1316,Bachelors,2012,Bangalore,3,27,Female,Yes,5,0,"(25, 30]"
1317,Bachelors,2017,New Delhi,3,27,Female,No,5,0,"(25, 30]"
1318,Bachelors,2016,Bangalore,2,25,Male,No,3,1,"(20, 25]"
1319,Bachelors,2016,Bangalore,3,28,Female,No,4,0,"(25, 30]"
1320,Bachelors,2017,New Delhi,2,27,Male,No,5,0,"(25, 30]"
1321,Bachelors,2016,Bangalore,3,24,Female,No,2,0,"(20, 25]"
1322,Bachelors,2013,Bangalore,3,25,Male,No,3,0,"(20, 25]"
1323,Bachelors,2017,New Delhi,2,25,Female,No,3,0,"(20, 25]"
1324,Bachelors,2015,Pune,3,24,Male,No,2,0,"(20, 25]"
1325,Bachelors,2012,New Delhi,3,25,Female,No,3,0,"(20, 25]"
1326,PHD,2017,New Delhi,3,27,Female,No,5,0,"(25, 30]"
1327,Bachelors,2014,Bangalore,3,25,Female,No,3,1,"(20, 25]"
1328,Masters,2017,Bangalore,3,28,Male,No,2,0,"(25, 30]"
1329,Bachelors,2016,Pune,3,25,Male,No,3,0,"(20, 25]"
1330,Bachelors,2014,Bangalore,3,25,Male,Yes,3,0,"(20, 25]"
1331,Bachelors,2012,New Delhi,3,27,Male,No,5,0,"(25, 30]"
1332,Bachelors,2012,Pune,3,25,Female,No,3,1,"(20, 25]"
1333,Masters,2015,New Delhi,3,27,Female,No,5,0,"(25, 30]"
1334,Bachelors,2014,Bangalore,3,24,Male,No,2,0,"(20, 25]"
1335,Bachelors,2015,Pune,2,27,Female,No,5,1,"(25, 30]"
1336,Bachelors,2014,Bangalore,3,25,Male,No,3,1,"(20, 25]"
1337,Bachelors,2015,Bangalore,3,25,Male,No,3,0,"(20, 25]"
1338,Bachelors,2018,New Delhi,3,26,Female,No,4,1,"(25, 30]"
1339,Bachelors,2017,Pune,2,26,Female,No,4,1,"(25, 30]"
1340,Bachelors,2014,Pune,2,24,Female,No,2,1,"(20, 25]"
1341,Bachelors,2013,Bangalore,3,27,Male,No,5,0,"(25, 30]"
1342,Bachelors,2017,New Delhi,2,27,Male,No,5,0,"(25, 30]"
1343,PHD,2012,New Delhi,3,28,Female,No,1,0,"(25, 30]"
1344,Masters,2012,New Delhi,3,26,Female,No,4,1,"(25, 30]"
1345,Bachelors,2014,Bangalore,3,27,Male,No,5,0,"(25, 30]"
1346,Bachelors,2013,Bangalore,3,28,Female,No,0,1,"(25, 30]"
1347,Bachelors,2014,Pune,3,26,Male,No,4,0,"(25, 30]"
1348,Bachelors,2016,Pune,2,24,Female,No,2,1,"(20, 25]"
1349,Bachelors,2015,Bangalore,1,24,Female,No,2,1,"(20, 25]"
1350,Bachelors,2012,Bangalore,3,26,Female,No,4,0,"(25, 30]"
1351,Masters,2014,Pune,3,27,Male,No,5,0,"(25, 30]"
1352,Masters,2017,New Delhi,2,27,Male,No,5,1,"(25, 30]"
1353,Masters,2017,New Delhi,1,25,Female,No,3,0,"(20, 25]"
1354,Masters,2012,Pune,3,28,Male,No,0,1,"(25, 30]"
1355,Masters,2012,New Delhi,3,28,Male,No,2,1,"(25, 30]"
1356,Masters,2013,New Delhi,2,24,Male,No,2,1,"(20, 25]"
1357,Bachelors,2015,Pune,3,25,Female,No,3,1,"(20, 25]"
1358,Masters,2017,New Delhi,3,28,Male,No,5,0,"(25, 30]"
1359,Bachelors,2013,Bangalore,3,24,Male,No,2,0,"(20, 25]"
1360,Masters,2015,Bangalore,3,28,Male,No,1,1,"(25, 30]"
1361,Bachelors,2018,Bangalore,3,27,Female,Yes,5,1,"(25, 30]"
1362,Bachelors,2015,Bangalore,3,24,Male,No,2,1,"(20, 25]"
1363,Bachelors,2014,Pune,3,26,Male,No,4,0,"(25, 30]"
1364,Bachelors,2013,New Delhi,3,25,Female,No,3,0,"(20, 25]"
1365,Bachelors,2013,Bangalore,3,26,Male,No,4,0,"(25, 30]"
1366,Bachelors,2018,New Delhi,3,28,Female,No,0,1,"(25, 30]"
1367,Bachelors,2013,Bangalore,3,25,Female,No,3,0,"(20, 25]"
1368,PHD,2012,Pune,3,27,Male,No,5,0,"(25, 30]"
1369,Bachelors,2013,Bangalore,3,24,Male,No,2,0,"(20, 25]"
1370,Bachelors,2013,Bangalore,3,28,Female,No,3,0,"(25, 30]"
1371,Bachelors,2015,Pune,3,24,Male,No,2,0,"(20, 25]"
1372,Bachelors,2013,Pune,3,27,Male,No,5,0,"(25, 30]"
1373,Bachelors,2012,New Delhi,3,27,Male,No,5,0,"(25, 30]"
1374,Bachelors,2018,Bangalore,3,26,Female,Yes,4,1,"(25, 30]"
1375,Bachelors,2013,Bangalore,3,26,Male,No,4,0,"(25, 30]"
1376,Bachelors,2015,Pune,2,24,Female,No,2,1,"(20, 25]"
1377,Bachelors,2016,Bangalore,3,24,Male,No,2,0,"(20, 25]"
1378,PHD,2018,Bangalore,3,27,Female,No,5,1,"(25, 30]"
1379,Bachelors,2015,Bangalore,3,26,Male,No,4,0,"(25, 30]"
1380,Bachelors,2015,New Delhi,1,26,Female,No,4,1,"(25, 30]"
1381,Bachelors,2015,Pune,2,24,Female,No,2,1,"(20, 25]"
1382,Bachelors,2013,Pune,3,27,Male,No,5,0,"(25, 30]"
1383,PHD,2016,New Delhi,3,24,Female,No,2,0,"(20, 25]"
1384,Bachelors,2013,Bangalore,3,26,Male,No,4,0,"(25, 30]"
1385,Bachelors,2015,Bangalore,3,28,Male,No,5,0,"(25, 30]"
1386,Bachelors,2015,Bangalore,3,26,Female,No,4,0,"(25, 30]"
1387,Bachelors,2016,Bangalore,3,27,Female,No,5,0,"(25, 30]"
1388,Bachelors,2017,Pune,3,25,Female,No,3,1,"(20, 25]"
1389,Masters,2017,New Delhi,2,26,Male,No,4,1,"(25, 30]"
1390,Bachelors,2012,Bangalore,3,27,Male,No,5,0,"(25, 30]"
1391,Bachelors,2014,Bangalore,3,26,Female,No,4,1,"(25, 30]"
1392,Bachelors,2015,Pune,2,25,Female,No,3,1,"(20, 25]"
1393,Bachelors,2013,Bangalore,3,26,Male,No,4,0,"(25, 30]"
1394,Bachelors,2017,Pune,2,28,Male,No,1,1,"(25, 30]"
1395,Bachelors,2014,Bangalore,3,25,Male,No,3,0,"(20, 25]"
1396,Bachelors,2013,Bangalore,3,27,Male,No,5,0,"(25, 30]"
1397,PHD,2013,Bangalore,3,26,Male,No,4,0,"(25, 30]"
1398,Bachelors,2013,New Delhi,3,25,Female,Yes,3,1,"(20, 25]"
1399,Bachelors,2017,Bangalore,1,28,Female,No,3,0,"(25, 30]"
1400,Bachelors,2014,Bangalore,3,26,Male,No,4,0,"(25, 30]"
1401,Bachelors,2015,New Delhi,3,27,Male,No,5,0,"(25, 30]"
1402,Masters,2013,Pune,2,28,Male,No,2,1,"(25, 30]"
1403,Bachelors,2013,New Delhi,3,25,Female,Yes,3,1,"(20, 25]"
1404,Masters,2017,New Delhi,2,26,Male,No,4,0,"(25, 30]"
1405,Masters,2016,New Delhi,3,25,Male,No,3,0,"(20, 25]"
1406,Bachelors,2017,Bangalore,3,28,Female,Yes,5,0,"(25, 30]"
1407,Masters,2017,New Delhi,2,28,Female,No,2,0,"(25, 30]"
1408,Bachelors,2012,Bangalore,1,27,Male,No,5,1,"(25, 30]"
1409,Bachelors,2018,Bangalore,3,27,Male,No,5,1,"(25, 30]"
1410,Bachelors,2016,Bangalore,3,24,Female,No,2,0,"(20, 25]"
1411,Bachelors,2017,Pune,3,26,Male,No,4,0,"(25, 30]"
1412,Bachelors,2017,New Delhi,3,25,Female,No,3,0,"(20, 25]"
1413,Bachelors,2015,Pune,3,28,Female,Yes,5,1,"(25, 30]"
1414,Bachelors,2015,Bangalore,3,26,Male,No,4,1,"(25, 30]"
1415,Masters,2015,Pune,2,26,Female,Yes,4,1,"(25, 30]"
1416,Masters,2015,Pune,3,25,Male,No,3,1,"(20, 25]"
1417,Bachelors,2016,Pune,3,27,Female,No,5,1,"(25, 30]"
1418,Bachelors,2013,Bangalore,3,25,Male,No,3,0,"(20, 25]"
1419,Bachelors,2018,Pune,3,26,Male,Yes,4,1,"(25, 30]"
1420,Bachelors,2014,Bangalore,3,27,Female,No,5,0,"(25, 30]"
1421,Bachelors,2017,Bangalore,1,25,Male,No,3,0,"(20, 25]"
1422,Bachelors,2015,New Delhi,3,26,Male,No,4,0,"(25, 30]"
1423,Bachelors,2015,Pune,3,24,Female,No,2,1,"(20, 25]"
1424,Bachelors,2015,Bangalore,3,28,Male,No,2,0,"(25, 30]"
1425,Bachelors,2014,Pune,2,26,Female,No,4,1,"(25, 30]"
1426,Bachelors,2017,Bangalore,3,27,Male,No,5,1,"(25, 30]"
1427,Bachelors,2014,Bangalore,3,26,Male,No,4,0,"(25, 30]"
1428,Bachelors,2018,New Delhi,3,28,Female,No,5,1,"(25, 30]"
1429,Bachelors,2015,Bangalore,3,28,Male,No,0,1,"(25, 30]"
1430,Bachelors,2016,New Delhi,3,28,Female,No,3,0,"(25, 30]"
1431,Bachelors,2017,Bangalore,3,25,Male,No,3,0,"(20, 25]"
1432,Bachelors,2015,Pune,3,24,Female,No,2,1,"(20, 25]"
1433,Masters,2018,New Delhi,3,28,Male,No,2,1,"(25, 30]"
1434,Bachelors,2015,Bangalore,3,27,Female,No,5,0,"(25, 30]"
1435,Bachelors,2017,Bangalore,3,24,Male,No,2,1,"(20, 25]"
1436,Bachelors,2017,New Delhi,2,28,Female,No,0,0,"(25, 30]"
1437,Bachelors,2015,Bangalore,3,25,Male,No,3,0,"(20, 25]"
1438,Bachelors,2012,Bangalore,3,28,Male,No,2,0,"(25, 30]"
1439,Bachelors,2013,Bangalore,3,26,Male,No,4,0,"(25, 30]"
1440,Bachelors,2016,Bangalore,1,24,Male,No,2,0,"(20, 25]"
1441,Bachelors,2016,Pune,3,27,Male,No,5,0,"(25, 30]"
1442,Bachelors,2013,Pune,3,24,Male,No,2,0,"(20, 25]"
1443,Masters,2017,Pune,2,26,Female,No,4,1,"(25, 30]"
1444,Bachelors,2017,New Delhi,3,26,Male,No,4,0,"(25, 30]"
1445,Bachelors,2018,Pune,3,25,Female,No,3,1,"(20, 25]"
1446,Bachelors,2018,Bangalore,3,24,Male,No,2,1,"(20, 25]"
1447,Bachelors,2015,Pune,3,24,Male,Yes,2,0,"(20, 25]"
1448,Bachelors,2013,Bangalore,3,24,Female,No,2,1,"(20, 25]"
1449,Bachelors,2013,Pune,2,28,Male,Yes,0,1,"(25, 30]"
1450,Bachelors,2018,Bangalore,3,24,Male,No,2,1,"(20, 25]"
1451,Bachelors,2014,Bangalore,3,24,Male,No,2,0,"(20, 25]"
1452,Bachelors,2016,Bangalore,3,28,Female,No,5,0,"(25, 30]"
1453,Bachelors,2014,Bangalore,3,25,Male,No,3,0,"(20, 25]"
1454,Bachelors,2014,Bangalore,3,26,Female,No,4,0,"(25, 30]"
1455,Masters,2017,Bangalore,2,28,Male,No,2,0,"(25, 30]"
1456,Bachelors,2012,Bangalore,3,27,Male,No,5,0,"(25, 30]"
1457,Bachelors,2016,Bangalore,3,27,Female,No,5,0,"(25, 30]"
1458,Masters,2018,Bangalore,3,28,Male,No,2,1,"(25, 30]"
1459,Bachelors,2017,Bangalore,3,24,Male,No,2,0,"(20, 25]"
1460,Bachelors,2012,Pune,3,24,Male,No,2,0,"(20, 25]"
1461,Bachelors,2016,New Delhi,3,28,Male,No,0,0,"(25, 30]"
1462,Bachelors,2012,Bangalore,3,27,Male,No,5,0,"(25, 30]"
1463,Bachelors,2014,Bangalore,3,27,Male,No,5,0,"(25, 30]"
1464,Bachelors,2017,Bangalore,3,24,Male,No,2,1,"(20, 25]"
1465,Bachelors,2012,Bangalore,1,27,Male,No,5,0,"(25, 30]"
1466,Bachelors,2017,Bangalore,3,28,Female,No,5,0,"(25, 30]"
1467,Bachelors,2014,Pune,3,25,Male,No,3,0,"(20, 25]"
1468,Bachelors,2015,Pune,3,25,Male,No,3,0,"(20, 25]"
1469,Bachelors,2017,Pune,2,28,Male,No,0,1,"(25, 30]"
1470,Bachelors,2015,Pune,2,26,Female,No,4,1,"(25, 30]"
1471,Bachelors,2015,Pune,2,27,Female,No,5,1,"(25, 30]"
1472,Bachelors,2015,Pune,3,26,Female,No,4,1,"(25, 30]"
1473,Bachelors,2015,Bangalore,2,28,Female,No,3,1,"(25, 30]"
1474,Bachelors,2012,Pune,3,25,Male,No,3,0,"(20, 25]"
1475,Bachelors,2013,Bangalore,3,25,Male,Yes,3,1,"(20, 25]"
1476,Bachelors,2016,New Delhi,3,26,Male,No,4,0,"(25, 30]"
1477,PHD,2018,New Delhi,3,24,Female,No,2,1,"(20, 25]"
1478,Bachelors,2014,Bangalore,3,27,Female,No,5,0,"(25, 30]"
1479,Masters,2017,New Delhi,2,26,Male,Yes,4,1,"(25, 30]"
1480,Bachelors,2015,Pune,2,27,Female,No,5,1,"(25, 30]"
1481,Bachelors,2014,Bangalore,3,24,Male,No,2,0,"(20, 25]"
1482,Masters,2017,Pune,2,25,Female,No,3,0,"(20, 25]"
1483,Bachelors,2017,New Delhi,3,28,Female,No,2,0,"(25, 30]"
1484,Bachelors,2014,Bangalore,3,27,Male,Yes,5,0,"(25, 30]"
1485,Bachelors,2012,Bangalore,3,24,Male,No,2,0,"(20, 25]"
1486,Bachelors,2018,Pune,3,24,Male,No,2,1,"(20, 25]"
1487,Bachelors,2015,Bangalore,3,27,Female,Yes,5,1,"(25, 30]"
1488,Bachelors,2015,New Delhi,3,28,Female,No,3,0,"(25, 30]"
1489,Bachelors,2015,Pune,3,27,Female,No,5,1,"(25, 30]"
1490,Bachelors,2015,Bangalore,3,28,Male,No,5,0,"(25, 30]"
1491,Bachelors,2015,New Delhi,2,27,Female,Yes,5,1,"(25, 30]"
1492,Bachelors,2016,Bangalore,3,27,Male,No,5,0,"(25, 30]"
1493,Masters,2017,New Delhi,3,27,Female,No,5,1,"(25, 30]"
1494,Bachelors,2017,Pune,2,26,Female,No,4,1,"(25, 30]"
1495,Bachelors,2015,Pune,3,27,Female,No,5,1,"(25, 30]"
1496,Bachelors,2018,Pune,3,27,Female,No,5,1,"(25, 30]"
1497,Bachelors,2012,Bangalore,3,25,Male,No,3,0,"(20, 25]"
1498,Bachelors,2017,Bangalore,3,25,Male,No,3,0,"(20, 25]"
1499,PHD,2013,New Delhi,3,27,Female,No,5,1,"(25, 30]"
1500,Bachelors,2016,Bangalore,3,28,Male,No,2,0,"(25, 30]"
1501,Bachelors,2012,Bangalore,3,25,Female,Yes,3,0,"(20, 25]"
1502,Bachelors,2015,Bangalore,3,27,Male,No,5,0,"(25, 30]"
1503,Bachelors,2016,Pune,2,24,Female,No,2,1,"(20, 25]"
1504,Bachelors,2016,Bangalore,3,26,Male,No,4,1,"(25, 30]"
1505,Bachelors,2014,Pune,3,27,Male,Yes,5,0,"(25, 30]"
1506,Bachelors,2013,Bangalore,3,24,Male,Yes,2,0,"(20, 25]"
1507,Bachelors,2017,Bangalore,3,25,Male,No,3,1,"(20, 25]"
1508,Bachelors,2017,Pune,2,24,Female,No,2,1,"(20, 25]"
1509,Bachelors,2013,Bangalore,3,27,Male,No,5,0,"(25, 30]"
1510,Masters,2013,Bangalore,3,26,Female,No,4,1,"(25, 30]"
1511,Bachelors,2012,Pune,3,25,Female,No,3,1,"(20, 25]"
1512,Bachelors,2015,New Delhi,3,28,Female,No,2,0,"(25, 30]"
1513,Masters,2017,New Delhi,2,24,Female,No,2,0,"(20, 25]"
1514,Masters,2013,New Delhi,3,26,Male,No,4,1,"(25, 30]"
1515,Bachelors,2014,Bangalore,3,26,Male,No,4,0,"(25, 30]"
1516,PHD,2016,New Delhi,3,24,Female,No,2,0,"(20, 25]"
1517,Bachelors,2017,New Delhi,3,26,Male,No,4,0,"(25, 30]"
1518,Bachelors,2016,Bangalore,3,26,Male,No,4,0,"(25, 30]"
1519,Bachelors,2014,Bangalore,3,27,Male,No,5,0,"(25, 30]"
1520,Bachelors,2017,New Delhi,3,28,Female,No,0,0,"(25, 30]"
1521,PHD,2016,New Delhi,3,27,Female,No,5,0,"(25, 30]"
1522,Masters,2014,Bangalore,3,28,Female,No,4,1,"(25, 30]"
1523,Bachelors,2014,Bangalore,3,28,Female,No,2,0,"(25, 30]"
1524,Bachelors,2017,Bangalore,3,24,Female,No,2,0,"(20, 25]"
1525,Masters,2015,New Delhi,3,28,Male,No,0,0,"(25, 30]"
1526,Bachelors,2015,Pune,2,25,Female,No,3,1,"(20, 25]"
1527,Masters,2017,Pune,2,27,Male,No,5,1,"(25, 30]"
1528,Bachelors,2014,Pune,2,25,Female,No,3,1,"(20, 25]"
1529,Bachelors,2015,Pune,2,28,Female,Yes,2,1,"(25, 30]"
1530,Bachelors,2013,Pune,3,25,Male,No,3,0,"(20, 25]"
1531,Bachelors,2013,Pune,1,26,Female,No,4,1,"(25, 30]"
1532,Bachelors,2012,Pune,2,27,Female,No,5,1,"(25, 30]"
1533,Masters,2017,New Delhi,3,28,Male,No,0,0,"(25, 30]"
1534,Bachelors,2012,Bangalore,3,28,Female,No,1,0,"(25, 30]"
1535,Bachelors,2015,Pune,2,25,Female,Yes,3,1,"(20, 25]"
1536,Bachelors,2015,Bangalore,3,26,Male,No,4,0,"(25, 30]"
1537,Bachelors,2015,Bangalore,3,24,Female,No,2,0,"(20, 25]"
1538,Bachelors,2018,New Delhi,3,24,Female,No,2,1,"(20, 25]"
1539,Bachelors,2017,New Delhi,3,27,Female,Yes,5,0,"(25, 30]"
1540,PHD,2012,Pune,3,27,Male,No,5,0,"(25, 30]"
1541,Bachelors,2012,Bangalore,3,26,Male,No,4,0,"(25, 30]"
1542,Bachelors,2013,Bangalore,3,25,Male,No,3,1,"(20, 25]"
1543,Bachelors,2015,New Delhi,3,24,Female,No,2,0,"(20, 25]"
1544,Bachelors,2013,Pune,3,24,Female,No,2,0,"(20, 25]"
1545,Bachelors,2016,Pune,3,24,Male,No,2,0,"(20, 25]"
1546,Bachelors,2018,Pune,3,24,Male,Yes,2,1,"(20, 25]"
1547,Bachelors,2015,Bangalore,3,27,Female,Yes,5,1,"(25, 30]"
1548,Bachelors,2018,Bangalore,3,26,Male,No,4,1,"(25, 30]"
1549,Bachelors,2012,Pune,3,24,Female,No,2,1,"(20, 25]"
1550,Masters,2017,New Delhi,3,27,Male,No,5,1,"(25, 30]"
1551,Bachelors,2012,Bangalore,3,26,Male,No,4,0,"(25, 30]"
1552,Bachelors,2013,Bangalore,3,27,Male,No,5,0,"(25, 30]"
1553,Bachelors,2015,New Delhi,3,25,Female,No,3,0,"(20, 25]"
1554,Bachelors,2018,Bangalore,3,24,Female,No,2,1,"(20, 25]"
1555,Bachelors,2014,Bangalore,3,28,Male,No,4,0,"(25, 30]"
1556,Bachelors,2013,Pune,1,26,Female,No,4,1,"(25, 30]"
1557,Bachelors,2015,Bangalore,3,27,Male,No,5,0,"(25, 30]"
1558,Bachelors,2013,Bangalore,3,24,Male,No,2,0,"(20, 25]"
1559,Bachelors,2016,Bangalore,3,26,Male,No,4,1,"(25, 30]"
1560,Bachelors,2013,Bangalore,3,25,Female,No,3,1,"(20, 25]"
1561,Bachelors,2016,Bangalore,3,27,Male,Yes,5,0,"(25, 30]"
1562,Bachelors,2017,Pune,3,26,Male,No,4,0,"(25, 30]"
1563,Bachelors,2018,Pune,2,28,Female,No,5,1,"(25, 30]"
1564,Masters,2017,Pune,2,27,Male,No,5,0,"(25, 30]"
1565,Bachelors,2013,Bangalore,3,25,Female,No,3,0,"(20, 25]"
1566,Bachelors,2017,Bangalore,3,24,Male,No,2,0,"(20, 25]"
1567,Bachelors,2017,New Delhi,2,25,Female,No,3,0,"(20, 25]"
1568,Bachelors,2018,Pune,3,27,Female,No,5,1,"(25, 30]"
1569,Bachelors,2016,Pune,3,27,Male,No,5,0,"(25, 30]"
1570,Bachelors,2013,Bangalore,1,24,Male,No,2,0,"(20, 25]"
1571,Bachelors,2012,Bangalore,1,28,Male,No,3,0,"(25, 30]"
1572,Bachelors,2016,Pune,2,28,Female,No,3,1,"(25, 30]"
1573,Bachelors,2016,Pune,3,24,Male,No,2,0,"(20, 25]"
1574,Bachelors,2017,Bangalore,3,28,Male,No,3,0,"(25, 30]"
